comment,other_contrapuntal,voices_p6_up,other_pres_type,phrase_number,voice_role_fifth,composition_number,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_role_cantz,cadence_alter,voice_role_fourth,other_formulas,voice_role_lo2_nim,cadence_final_tone,voice_role_up1_nim,voice_role_up2_nim,stop_measure,earlier_phrase,cadence_role_tenz,voices_p3_up,cadence,voice_role_un_oct,voice_role_dux2,voice_role_dux1,timestamp,voices_53_lo,repeat_exact_varied,analyst,voice_role_below,text_treatment,voices_53_up,voices_p3_lo,cadence_kind,voice_role_above,voice_role_com2,repeat_kind,voice_role_com1
None,None,None,HR Simple,2: Qu'un amy peult avoir honnestement,None,Qui souhaittez d'avoir tout le plaisir,None,6,None,None,None,None,None,None,None,None,None,6,None,None,None,None,None,None,None,"Jul 15, 2012 8:52 PM",None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,"1: Qui souhaittez d'avoir tout le plaisir,",None,Qui souhaittez d'avoir tout le plaisir,None,5,None,T,"Displaced, Inverted",None,None,None,C,None,None,6,None,Ct,None,Yes,None,None,None,"Jul 31, 2012 4:18 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,None,S,None,"1: Qui souhaittez d'avoir tout le plaisir,",None,Qui souhaittez d'avoir tout le plaisir,None,4,T,None,None,None,None,None,None,None,None,5,None,None,None,None,None,None,None,"Jul 31, 2012 4:17 PM",None,None,"Greenberg, Jamie",None,None,None,None,None,None,None,None,None
None,None,Ct,None,"1: Qui souhaittez d'avoir tout le plaisir,",None,Qui souhaittez d'avoir tout le plaisir,None,4,T,None,None,None,None,None,None,None,None,4,None,None,None,None,None,None,None,"Jul 31, 2012 4:17 PM",B,None,"Greenberg, Jamie",None,None,T,None,None,None,None,None,None
None,None,S,None,"1: Qui souhaittez d'avoir tout le plaisir,",None,Qui souhaittez d'avoir tout le plaisir,None,3,Ct,None,None,None,None,None,None,None,None,3,None,None,None,None,None,None,None,"Jul 31, 2012 4:16 PM",B,None,"Greenberg, Jamie",None,None,Ct,None,None,None,None,None,None
None,None,None,FI,"1: Qui souhaittez d'avoir tout le plaisir,",None,Qui souhaittez d'avoir tout le plaisir,None,1,None,None,None,None,None,None,None,None,None,2,None,None,None,None,T,None,S,"Jul 31, 2012 4:16 PM",None,None,"Greenberg, Jamie",T,None,None,None,None,None,None,None,T
None,None,None,None,"1: Qui souhaittez d'avoir tout le plaisir,",None,Qui souhaittez d'avoir tout le plaisir,None,5,None,Ct,"Displaced, Inverted",None,None,None,C,None,None,6,None,T,None,Yes,None,None,None,"Jul 15, 2012 8:51 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,Ct,None,"1: Qui souhaittez d'avoir tout le plaisir,",None,Qui souhaittez d'avoir tout le plaisir,None,4,T,None,None,None,None,None,None,None,None,4,None,None,S,None,None,None,None,"Jul 15, 2012 8:50 PM",B,None,"Magruder, Katherine",None,None,S,B,None,None,None,None,None
None,None,None,FI,"1: Qui souhaittez d'avoir tout le plaisir,",None,Qui souhaittez d'avoir tout le plaisir,None,1,None,None,None,None,None,None,None,None,None,2,None,None,None,None,T,None,S,"Jul 15, 2012 8:49 PM",None,None,"Magruder, Katherine",T,None,None,None,None,None,None,None,T
None,None,None,None,8: Digne de toute inimitié.,None,Si pour t'avoir tant loyaument aymée,None,26,None,None,None,None,None,None,None,None,None,29,8,None,None,None,None,None,None,"Jul 31, 2012 4:14 PM",None,Exact,"Greenberg, Jamie",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,8: Digne de toute inimitié.,None,Si pour t'avoir tant loyaument aymée,None,21,None,S,None,None,None,None,F,None,None,22,None,T,None,Yes,None,None,None,"Jul 31, 2012 4:13 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,8: Digne de toute inimitié.,None,Si pour t'avoir tant loyaument aymée,None,21,None,S,None,None,None,None,F,None,None,22,None,T,None,Yes,None,None,None,"Jul 31, 2012 4:13 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,Stretto Fuga,None,FI,8: Digne de toute inimitié.,None,Si pour t'avoir tant loyaument aymée,None,19,None,None,None,None,None,None,None,None,None,20,None,None,None,None,T,None,S,"Jul 31, 2012 4:12 PM",None,None,"Greenberg, Jamie",T,None,None,None,None,None,None,None,T
None,None,None,None,8: Digne de toute inimitié.,None,Si pour t'avoir tant loyaument aymée,None,26,None,None,None,None,None,None,None,None,None,29,8,None,None,None,None,None,None,"Jul 15, 2012 8:34 PM",None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,8: Digne de toute inimitié.,None,Si pour t'avoir tant loyaument aymée,None,23,None,None,None,None,None,None,None,None,None,26,7,None,None,None,None,None,None,"Jul 15, 2012 8:34 PM",None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,8: Digne de toute inimitié.,None,Si pour t'avoir tant loyaument aymée,None,21,None,S,None,None,None,None,F,None,None,22,None,T,None,Yes,None,None,None,"Jul 15, 2012 8:33 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,8: Digne de toute inimitié.,None,Si pour t'avoir tant loyaument aymée,None,20,None,None,None,None,None,None,None,None,None,21,None,None,T,None,None,None,None,"Jul 15, 2012 8:32 PM",None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
None,None,None,None,"7: Ou t'appeller infortunée,",None,Si pour t'avoir tant loyaument aymée,None,23,None,None,None,None,None,None,None,None,None,26,7,None,None,None,None,None,None,"Jul 31, 2012 4:13 PM",None,Exact,"Greenberg, Jamie",None,None,None,None,None,None,None,Final Repeat,None
None,None,None,None,"7: Ou t'appeller infortunée,",None,Si pour t'avoir tant loyaument aymée,None,16,None,None,None,None,None,None,None,None,None,19,5,None,None,None,None,None,None,"Jul 31, 2012 4:11 PM",None,Exact,"Greenberg, Jamie",None,None,None,None,None,None,None,Direct Repeat,None
Last measures continue to new phrase,None,None,None,"7: Ou t'appeller infortunée,",None,Si pour t'avoir tant loyaument aymée,None,16,None,None,None,None,None,None,None,None,None,19,5,None,None,None,None,None,None,"Jul 15, 2012 8:32 PM",None,Varied,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
,,,,"6: Que commença nostre amityé,",,Si pour t'avoir tant loyaument aymée,,14,,B,"Displaced, Inverted, Doubtful",,,,D,,,15,,Ct,,Yes,,,,"Jul 31, 2012 4:10 PM",,,"Greenberg, Jamie",,,,,Phrygian,,,,
None,None,S,None,"6: Que commença nostre amityé,",None,Si pour t'avoir tant loyaument aymée,None,12,T,None,None,None,None,None,None,None,None,13,None,None,None,None,None,None,None,"Jul 31, 2012 4:09 PM",B,None,"Greenberg, Jamie",None,None,T,None,None,None,None,None,None
None,None,None,HR Dance,"6: Que commença nostre amityé,",None,Si pour t'avoir tant loyaument aymée,None,12,None,None,None,None,None,None,None,None,None,15,None,None,None,None,None,None,None,"Jul 31, 2012 4:06 PM",None,None,"Greenberg, Jamie",None,None,None,None,None,None,None,None,None
,,,,"6: Que commença nostre amityé,",,Si pour t'avoir tant loyaument aymée,,14,,Ct,"Displaced, Inverted",,,,D,,,15,,B,,Yes,,,,"Jul 15, 2012 8:30 PM",,,"Magruder, Katherine",,,,,Phrygian,,,,
None,None,None,None,"6: Que commença nostre amityé,",None,Si pour t'avoir tant loyaument aymée,None,15,None,None,None,None,None,None,None,None,None,15,None,None,None,None,None,None,None,"Jul 15, 2012 8:29 PM",None,None,"Magruder, Katherine",None,Text Pause,None,None,None,None,None,None,None
None,None,S,HR Dance,"6: Que commença nostre amityé,",None,Si pour t'avoir tant loyaument aymée,None,12,T,None,None,None,None,None,None,None,None,15,None,None,None,None,None,None,None,"Jul 15, 2012 8:28 PM",B,None,"Magruder, Katherine",None,None,S,None,None,None,None,None,None
None,None,None,None,"5: Doibz je mauldire la journée,",None,Si pour t'avoir tant loyaument aymée,None,10,None,None,None,None,None,None,None,None,None,11,None,None,None,Yes,None,None,None,"Jul 31, 2012 4:05 PM",None,None,"Greenberg, Jamie",None,None,None,None,NoCadence,None,None,None,None
None,None,S,HR Dance,"5: Doibz je mauldire la journée,",None,Si pour t'avoir tant loyaument aymée,None,8,T,None,None,None,None,None,None,None,None,11,None,None,None,None,None,None,None,"Jul 31, 2012 4:05 PM",B,None,"Greenberg, Jamie",None,None,T,None,None,None,None,None,None
None,None,None,None,"5: Doibz je mauldire la journée,",None,Si pour t'avoir tant loyaument aymée,None,10,None,None,None,None,None,None,F,None,None,11,None,None,None,Yes,None,None,None,"Jul 15, 2012 8:27 PM",None,None,"Magruder, Katherine",None,None,None,None,Plagal,None,None,None,None
None,None,None,None,"5: Doibz je mauldire la journée,",None,Si pour t'avoir tant loyaument aymée,None,11,None,None,None,None,None,None,None,None,None,11,None,None,None,None,None,None,None,"Jul 15, 2012 8:26 PM",None,None,"Magruder, Katherine",None,Text Pause,None,None,None,None,None,None,None
None,None,S,HR Dance,"5: Doibz je mauldire la journée,",None,Si pour t'avoir tant loyaument aymée,None,8,T,None,None,None,None,None,None,None,None,11,None,None,None,None,None,None,None,"Jul 15, 2012 8:26 PM",B,None,"Magruder, Katherine",None,None,S,None,None,None,None,None,None
None,None,None,None,4: Mon amitié recompencée.,None,Si pour t'avoir tant loyaument aymée,None,4,None,None,None,None,None,None,None,None,None,7,2,None,None,None,None,None,None,"Jul 31, 2012 4:04 PM",None,Exact,"Greenberg, Jamie",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,4: Mon amitié recompencée.,None,Si pour t'avoir tant loyaument aymée,None,4,None,None,None,None,None,None,None,None,None,7,2,None,None,None,None,None,None,"Jul 15, 2012 8:25 PM",None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"3: Tu as de douleur, et tourment,",None,Si pour t'avoir tant loyaument aymée,None,1,None,None,None,None,None,None,None,None,None,4,1,None,None,None,None,None,None,"Jul 31, 2012 4:04 PM",None,Exact,"Greenberg, Jamie",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"3: Tu as de douleur, et tourment,",None,Si pour t'avoir tant loyaument aymée,None,1,None,None,None,None,None,None,None,None,None,4,1,None,None,None,None,None,None,"Jul 15, 2012 8:24 PM",None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"2: Aymée de faict, et pencée.",None,Si pour t'avoir tant loyaument aymée,None,7,None,S,None,None,None,None,F,None,None,7,None,T,None,Yes,None,None,None,"Jul 31, 2012 4:03 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,Invertible Counterpoint,None,PEn Tonal,"2: Aymée de faict, et pencée.",B,Si pour t'avoir tant loyaument aymée,None,4,None,None,None,None,None,None,None,None,None,7,None,None,None,None,T,B,S,"Jul 31, 2012 4:02 PM",None,None,"Greenberg, Jamie",T,None,None,None,None,Ct,Ct,None,T
None,None,None,None,"2: Aymée de faict, et pencée.",None,Si pour t'avoir tant loyaument aymée,None,6,None,S,None,None,None,None,F,None,None,7,None,T,None,Yes,None,None,None,"Jul 15, 2012 8:23 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,NIM,"2: Aymée de faict, et pencée.",None,Si pour t'avoir tant loyaument aymée,B,4,None,None,None,None,None,Ct,None,S,T,7,None,None,None,None,None,None,None,"Jul 15, 2012 8:22 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
None,None,None,PEn,"2: Aymée de faict, et pencée.",None,Si pour t'avoir tant loyaument aymée,None,4,None,None,None,None,None,None,None,None,None,6,None,None,None,None,T,B,S,"Jul 15, 2012 8:21 PM",None,None,"Magruder, Katherine",T,None,None,None,None,None,Ct,None,T
None,None,None,None,"2: Aymée de faict, et pencée.",None,Si pour t'avoir tant loyaument aymée,None,4,None,None,None,None,None,None,None,None,None,4,None,None,None,None,None,None,None,"Jul 15, 2012 8:20 PM",None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,"1: Si pour t'avoir tant loyaument,",None,Si pour t'avoir tant loyaument aymée,None,3,None,None,None,None,None,None,None,None,None,4,None,None,None,Yes,None,None,None,"Jul 31, 2012 4:01 PM",None,None,"Greenberg, Jamie",None,None,None,None,NoCadence,None,None,None,None
None,None,None,None,"1: Si pour t'avoir tant loyaument,",None,Si pour t'avoir tant loyaument aymée,None,2,None,None,None,None,None,None,None,None,None,3,None,None,Ct,None,None,None,None,"Jul 31, 2012 4:01 PM",B,None,"Greenberg, Jamie",None,None,T,T,None,None,None,None,None
None,None,None,HR Dance,"1: Si pour t'avoir tant loyaument,",None,Si pour t'avoir tant loyaument aymée,None,1,None,None,None,None,None,None,None,None,None,4,None,None,None,None,None,None,None,"Jul 31, 2012 4:00 PM",None,None,"Greenberg, Jamie",None,None,None,None,None,None,None,None,None
None,None,None,None,"1: Si pour t'avoir tant loyaument,",None,Si pour t'avoir tant loyaument aymée,None,3,None,S,Incomplete,None,None,None,C,None,None,4,None,None,None,Yes,None,None,None,"Jul 15, 2012 8:19 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"1: Si pour t'avoir tant loyaument,",None,Si pour t'avoir tant loyaument aymée,None,3,None,None,None,None,None,None,None,None,None,3,None,None,T,None,None,None,None,"Jul 15, 2012 8:18 PM",B,None,"Magruder, Katherine",None,None,S,B,None,None,None,None,None
None,None,Ct,None,"1: Si pour t'avoir tant loyaument,",None,Si pour t'avoir tant loyaument aymée,None,2,T,None,None,None,None,None,None,None,None,3,None,None,None,None,None,None,None,"Jul 15, 2012 8:18 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
None,None,None,HR Dance,"1: Si pour t'avoir tant loyaument,",None,Si pour t'avoir tant loyaument aymée,None,1,None,None,None,None,None,None,None,None,None,3,None,None,S,None,None,None,None,"Jul 15, 2012 8:17 PM",None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
None,None,None,None,10: Car il est suffisant Pour la deffaire.,None,Je souffre passion/ D'une amour forte,None,37,None,S,None,None,None,None,F,None,None,38,None,T,None,Yes,None,None,None,"Jul 15, 2012 8:10 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,10: Car il est suffisant Pour la deffaire.,None,Je souffre passion/ D'une amour forte,None,38,None,S,None,None,None,None,F,None,None,38,None,T,None,Yes,None,None,None,"Jul 30, 2012 6:08 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,10: Car il est suffisant Pour la deffaire.,None,Je souffre passion/ D'une amour forte,None,37,None,None,None,None,None,None,None,None,None,38,None,None,S,None,None,None,None,"Jul 30, 2012 6:07 PM",None,None,"Greenberg, Jamie",None,None,None,Ct,None,None,None,None,None
,,,,10: Car il est suffisant Pour la deffaire.,,Je souffre passion/ D'une amour forte,,36,,,,,,,,,,36,,,T,,,,,"Jul 30, 2012 6:05 PM",,,"Greenberg, Jamie",,,,B,,,,,
None,None,S,None,10: Car il est suffisant Pour la deffaire.,None,Je souffre passion/ D'une amour forte,None,34,T,None,None,None,None,None,None,None,None,34,None,None,None,None,None,None,None,"Jul 30, 2012 6:05 PM",None,None,"Greenberg, Jamie",None,None,None,None,None,None,None,None,None
Displaced by half note.,None,None,None,10: Car il est suffisant Pour la deffaire.,None,Je souffre passion/ D'une amour forte,None,43,None,None,None,None,None,None,None,None,None,49,2,None,None,None,None,None,None,"Jul 15, 2012 8:12 PM",None,Varied,"Magruder, Katherine",None,None,None,None,None,None,None,Da Capo,None
Displaced by half note.,None,None,None,10: Car il est suffisant Pour la deffaire.,None,Je souffre passion/ D'une amour forte,None,38,None,None,None,None,None,None,None,None,None,43,1,None,None,None,None,None,None,"Jul 15, 2012 8:11 PM",None,Varied,"Magruder, Katherine",None,None,None,None,None,None,None,Da Capo,None
None,None,None,None,10: Car il est suffisant Pour la deffaire.,None,Je souffre passion/ D'une amour forte,None,36,None,None,None,None,None,None,None,None,None,36,None,None,T,None,None,None,None,"Jul 15, 2012 8:09 PM",None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
None,None,None,None,10: Car il est suffisant Pour la deffaire.,None,Je souffre passion/ D'une amour forte,None,35,None,None,None,None,None,None,None,None,None,36,None,None,None,None,None,None,None,"Jul 15, 2012 8:09 PM",B,None,"Magruder, Katherine",None,None,S,None,None,None,None,None,None
None,None,None,None,10: Car il est suffisant Pour la deffaire.,None,Je souffre passion/ D'une amour forte,None,34,None,None,None,None,None,None,None,None,None,35,None,None,None,None,None,None,None,"Jul 15, 2012 8:08 PM",None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,"9: Parquoy le mesdisant Se peult bien taire,",None,Je souffre passion/ D'une amour forte,None,33,None,None,None,None,None,None,C,None,None,34,None,None,None,Yes,None,None,None,"Jul 30, 2012 6:04 PM",None,None,"Greenberg, Jamie",None,None,None,None,Plagal,None,None,None,None
None,None,S,None,"9: Parquoy le mesdisant Se peult bien taire,",None,Je souffre passion/ D'une amour forte,None,33,T,None,None,None,None,None,None,None,None,34,None,None,None,None,None,None,None,"Jul 30, 2012 6:04 PM",B,None,"Greenberg, Jamie",None,None,T,None,None,None,None,None,None
None,None,None,None,"9: Parquoy le mesdisant Se peult bien taire,",None,Je souffre passion/ D'une amour forte,None,33,None,None,None,None,None,None,C,None,None,34,None,None,None,Yes,None,None,None,"Jul 15, 2012 8:08 PM",None,None,"Magruder, Katherine",None,None,None,None,Plagal,None,None,None,None
None,None,S,None,"9: Parquoy le mesdisant Se peult bien taire,",None,Je souffre passion/ D'une amour forte,None,33,T,None,None,None,None,None,None,None,None,34,None,None,None,None,None,None,None,"Jul 15, 2012 8:07 PM",B,None,"Magruder, Katherine",None,None,Ct,None,None,None,None,None,None
Ct 2>3. No 2>1.,None,None,None,"8: L'ont fait croistre plus fort Luy voulant nuyre,",None,Je souffre passion/ D'une amour forte,None,30,None,T,"Displaced, Inverted, Evaded",None,None,None,F,None,None,31,None,Ct,None,Yes,None,None,None,"Jul 30, 2012 6:03 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"8: L'ont fait croistre plus fort Luy voulant nuyre,",None,Je souffre passion/ D'une amour forte,None,29,None,None,None,None,None,None,None,None,None,30,None,None,S,None,None,None,None,"Jul 30, 2012 6:02 PM",None,None,"Greenberg, Jamie",None,None,None,B,None,None,None,None,None
None,None,None,HR Simple,"8: L'ont fait croistre plus fort Luy voulant nuyre,",None,Je souffre passion/ D'une amour forte,None,27,None,None,None,None,None,None,None,None,None,28,None,None,None,None,None,None,None,"Jul 30, 2012 6:02 PM",None,None,"Greenberg, Jamie",None,None,None,None,None,None,None,None,None
None,None,None,None,"8: L'ont fait croistre plus fort Luy voulant nuyre,",None,Je souffre passion/ D'une amour forte,None,30,None,T,Incomplete,None,None,None,F,None,None,31,None,None,None,Yes,None,None,None,"Jul 15, 2012 8:07 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"8: L'ont fait croistre plus fort Luy voulant nuyre,",None,Je souffre passion/ D'une amour forte,None,30,None,None,None,None,None,None,None,None,None,31,None,None,None,None,None,None,None,"Jul 15, 2012 8:06 PM",B,None,"Magruder, Katherine",None,None,Ct,None,None,None,None,None,None
None,None,None,None,"8: L'ont fait croistre plus fort Luy voulant nuyre,",None,Je souffre passion/ D'une amour forte,None,29,None,None,None,None,None,None,None,None,None,30,None,None,S,None,None,None,None,"Jul 15, 2012 8:06 PM",None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
None,None,None,None,"8: L'ont fait croistre plus fort Luy voulant nuyre,",None,Je souffre passion/ D'une amour forte,None,28,None,None,None,None,None,None,None,None,None,29,None,None,None,None,None,None,None,"Jul 15, 2012 8:06 PM",B,None,"Magruder, Katherine",None,None,T,None,None,None,None,None,None
,,,HR,"8: L'ont fait croistre plus fort Luy voulant nuyre,",,Je souffre passion/ D'une amour forte,,27,,,,,,,,,,31,,,,,,,,"Jul 15, 2012 8:05 PM",,,"Magruder, Katherine",,Text Declamation,,,,,,,
None,None,None,None,7: Ceux qui ont faict effort A la destruire,None,Je souffre passion/ D'une amour forte,None,25,None,None,None,None,None,None,D,None,None,26,None,None,None,Yes,None,None,None,"Jul 30, 2012 6:02 PM",None,None,"Greenberg, Jamie",None,None,None,None,Plagal,None,None,None,None
None,None,S,None,7: Ceux qui ont faict effort A la destruire,None,Je souffre passion/ D'une amour forte,None,22,T,None,None,None,None,None,None,None,None,24,None,None,None,None,None,None,None,"Jul 30, 2012 6:01 PM",B,None,"Greenberg, Jamie",None,None,T,None,None,None,None,None,None
"Dance rhythm could display effort, or struggle, with love.",None,None,HR Dance,7: Ceux qui ont faict effort A la destruire,None,Je souffre passion/ D'une amour forte,None,22,None,None,None,None,None,None,None,None,None,26,None,None,None,None,None,None,None,"Jul 30, 2012 5:55 PM",None,None,"Greenberg, Jamie",None,Text Representation,None,None,None,None,None,None,None
None,None,None,None,7: Ceux qui ont faict effort A la destruire,None,Je souffre passion/ D'une amour forte,None,25,None,None,None,None,None,None,D,None,None,26,None,None,None,Yes,None,None,None,"Jul 15, 2012 8:05 PM",None,None,"Magruder, Katherine",None,None,None,None,Plagal,None,None,None,None
None,None,S,None,7: Ceux qui ont faict effort A la destruire,None,Je souffre passion/ D'une amour forte,None,25,T,None,None,None,None,None,None,None,None,25,None,None,S,None,None,None,None,"Jul 15, 2012 8:04 PM",None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
None,None,S,None,7: Ceux qui ont faict effort A la destruire,None,Je souffre passion/ D'une amour forte,None,22,T,None,None,None,None,None,None,None,None,24,None,None,None,None,None,None,None,"Jul 15, 2012 8:04 PM",B,None,"Magruder, Katherine",None,None,S,None,None,None,None,None,None
None,None,None,HR Dance,7: Ceux qui ont faict effort A la destruire,None,Je souffre passion/ D'une amour forte,None,22,None,None,None,None,None,None,None,None,None,26,None,None,None,None,None,None,None,"Jul 15, 2012 8:03 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
None,None,None,None,6: Veult rompre l'amityé : Mais elle augmente.,None,Je souffre passion/ D'une amour forte,None,21,None,S,None,None,None,None,B-flat,None,None,21,None,T,None,Yes,None,None,None,"Jul 30, 2012 5:53 PM",None,None,"Greenberg, Jamie",None,None,None,None,Authentic,None,None,None,None
None,None,S,None,6: Veult rompre l'amityé : Mais elle augmente.,None,Je souffre passion/ D'une amour forte,None,19,Ct,None,None,None,None,None,None,None,None,19,None,None,None,None,None,None,None,"Jul 30, 2012 5:53 PM",None,None,"Greenberg, Jamie",None,None,None,None,None,None,None,None,None
None,None,None,FI,6: Veult rompre l'amityé : Mais elle augmente.,None,Je souffre passion/ D'une amour forte,None,17,None,None,None,Ct,None,None,None,None,None,18,None,None,None,None,None,None,T,"Jul 30, 2012 5:53 PM",None,None,"Greenberg, Jamie",None,None,None,None,None,Ct,None,None,Ct
None,None,None,None,6: Veult rompre l'amityé : Mais elle augmente.,None,Je souffre passion/ D'une amour forte,None,16,None,None,None,None,None,None,None,None,None,17,None,None,S,None,None,None,None,"Jul 30, 2012 5:52 PM",None,None,"Greenberg, Jamie",None,None,None,Ct,None,None,None,None,None
None,None,None,None,6: Veult rompre l'amityé : Mais elle augmente.,None,Je souffre passion/ D'une amour forte,None,16,None,None,None,None,None,None,None,None,None,17,None,None,None,None,None,None,None,"Jul 30, 2012 5:52 PM",None,None,"Greenberg, Jamie",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,6: Veult rompre l'amityé : Mais elle augmente.,None,Je souffre passion/ D'une amour forte,None,20,None,S,None,None,None,None,B-flat,None,None,21,None,T,None,Yes,None,None,None,"Jul 15, 2012 8:03 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,6: Veult rompre l'amityé : Mais elle augmente.,None,Je souffre passion/ D'une amour forte,None,20,None,None,None,None,None,None,None,None,None,20,None,None,None,None,None,None,None,"Jul 15, 2012 8:02 PM",T,None,"Magruder, Katherine",None,None,Ct,None,None,None,None,None,None
None,None,None,None,6: Veult rompre l'amityé : Mais elle augmente.,None,Je souffre passion/ D'une amour forte,None,18,None,None,Incomplete,None,None,None,C,None,None,19,None,T,None,Yes,None,None,None,"Jul 15, 2012 8:02 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,S,None,6: Veult rompre l'amityé : Mais elle augmente.,None,Je souffre passion/ D'une amour forte,None,19,Ct,None,None,None,None,None,None,None,None,20,None,None,None,None,None,None,None,"Jul 15, 2012 8:01 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
None,None,None,FI,6: Veult rompre l'amityé : Mais elle augmente.,B,Je souffre passion/ D'une amour forte,None,16,None,None,None,None,None,None,None,None,None,18,None,None,None,None,None,None,T,"Jul 15, 2012 8:01 PM",None,None,"Magruder, Katherine",B,None,None,None,None,None,None,None,B
None,None,S,None,6: Veult rompre l'amityé : Mais elle augmente.,None,Je souffre passion/ D'une amour forte,None,16,T,None,None,None,None,None,None,None,None,18,None,None,S,None,None,None,None,"Jul 15, 2012 8:00 PM",None,None,"Magruder, Katherine",None,None,None,Ct,None,None,None,None,None
None,None,None,None,6: Veult rompre l'amityé : Mais elle augmente.,None,Je souffre passion/ D'une amour forte,None,16,None,None,None,None,None,None,None,None,None,17,None,None,None,None,None,None,None,"Jul 15, 2012 7:59 PM",None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,"5: L'envie sans pitié Toujours nuysante,",None,Je souffre passion/ D'une amour forte,None,16,None,None,None,None,None,None,None,None,None,16,None,None,None,Yes,None,None,None,"Jul 30, 2012 5:51 PM",None,None,"Greenberg, Jamie",None,None,None,None,NoCadence,None,None,None,None
None,None,None,FI,"5: L'envie sans pitié Toujours nuysante,",None,Je souffre passion/ D'une amour forte,None,15,None,None,None,Ct,None,None,None,None,None,16,None,None,None,None,None,None,S,"Jul 30, 2012 5:50 PM",None,None,"Greenberg, Jamie",Ct,None,None,None,None,None,None,None,Ct
None,None,S,None,"5: L'envie sans pitié Toujours nuysante,",None,Je souffre passion/ D'une amour forte,None,14,T,None,None,None,None,None,None,None,None,14,None,None,None,None,None,None,None,"Jul 30, 2012 5:50 PM",B,None,"Greenberg, Jamie",None,None,T,None,None,None,None,None,None
None,None,None,None,"5: L'envie sans pitié Toujours nuysante,",None,Je souffre passion/ D'une amour forte,None,15,None,T,Displaced,None,None,None,B-flat,None,None,16,None,B,None,Yes,None,None,None,"Jul 15, 2012 7:59 PM",None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
None,None,None,PEn Tonal,"5: L'envie sans pitié Toujours nuysante,",None,Je souffre passion/ D'une amour forte,None,15,None,None,None,None,None,None,None,None,None,16,None,None,None,None,None,T,S,"Jul 15, 2012 7:58 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,Ct
None,None,S,None,"5: L'envie sans pitié Toujours nuysante,",None,Je souffre passion/ D'une amour forte,None,14,T,None,None,None,None,None,None,None,None,14,None,None,None,None,None,None,None,"Jul 15, 2012 7:58 PM",None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
None,None,None,None,"5: L'envie sans pitié Toujours nuysante,",None,Je souffre passion/ D'une amour forte,None,12,None,None,None,None,None,None,None,None,None,13,None,None,S,None,None,None,None,"Jul 15, 2012 7:57 PM",B,None,"Magruder, Katherine",None,None,S,T,None,None,None,None,None
